year,prophet_co2,prophet_lower,prophet_upper,lstm_co2,lstm_lower,lstm_upper,arima_co2,arima_lower,arima_upper,forecast_co2,forecast_co2_lower,forecast_co2_upper,model_used,iso_code,country,forecast_temp_anomaly,forecast_temp_lower,forecast_temp_upper,last_historical_year,last_co2,last_co2_per_capita
2034,15.091794990073529,12.310814403535392,17.92608690324538,9.80489907907861,8.824440421635085,10.785357736522133,10.969723556432253,4.535786321458284,17.403660791406224,12.739553153914482,9.495463887541037,16.01029808360478,Prophet+LSTM+ARIMA,AFG,Afghanistan,0.6144800295150387,0.45013785872180284,0.7791470849533273,2024,10.826,0.254
2025,22.67809882291646,18.643855875691422,26.716986149685297,24.507692300570795,23.096149965716194,25.919234635425397,22.44905627789675,19.37151009669979,25.526602459093713,23.07823655607512,19.938842953449708,26.219952348472425,Prophet+LSTM+ARIMA,AGO,Angola,0.3832217931726503,0.2202730947878225,0.5461162636911738,2024,22.334,0.589
2026,22.638889167989614,18.5921872135755,27.008627061735858,25.051201834333426,23.639659499478825,26.462744169188028,22.469144209738108,17.72166945944837,27.216618960027844,23.19953109501269,19.63642584651955,26.924154313171897,Prophet+LSTM+ARIMA,AGO,Angola,0.4089015182304452,0.24552822391782106,0.565745810368102,2024,22.334,0.589
2027,22.599679513062767,18.506764606554782,26.768481199513754,25.76049401914196,24.348951684287357,27.17203635399656,22.472651406503374,16.448303174398347,28.4969996386084,23.358126112942717,19.452696017948817,27.30149959790812,Prophet+LSTM+ARIMA,AGO,Angola,0.4345812432882401,0.26844936713472756,0.5978818618181819,2024,22.334,0.589
2028,22.56046985813592,18.15933489936347,26.633640462318137,26.343856369782088,24.932314034927487,27.75539870463669,22.473263735798767,15.3902713281421,29.556256143455435,23.484514955463172,19.16031379044913,27.644733943182104,Prophet+LSTM+ARIMA,AGO,Angola,0.460260968346035,0.2943489758972844,0.6132701831914098,2024,22.334,0.589
2029,22.521152779496948,18.203370770087847,26.555925943682137,26.123074110723394,24.711531775868792,27.534616445577996,22.473370643734388,14.469240228032724,30.47750105943605,23.409687578362917,18.896878386019303,27.780992348094582,Prophet+LSTM+ARIMA,AGO,Angola,0.48601104881494706,0.3143609013188334,0.6530325345002317,2024,22.334,0.589
2030,22.481943124570098,18.195149314428743,26.4907374909146,25.2571647965529,23.845622461698298,26.6687071314075,22.473389309029002,13.643488480626976,31.303290137431027,23.173610088680523,18.46985239279569,27.73836806266693,Prophet+LSTM+ARIMA,AGO,Angola,0.511690773872742,0.35608454141698903,0.6763601279491342,2024,22.334,0.589
2031,22.442733469643255,18.089655509542354,26.727599824971513,24.679724694414062,23.26818235955946,26.091267029268664,22.473392567844364,12.888568961410618,32.05821617427811,23.009646050386237,18.084015585013695,27.90117071337245,Prophet+LSTM+ARIMA,AGO,Angola,0.5373704989305369,0.38032067456481233,0.6979752691872981,2024,22.334,0.589
2032,22.403523814716404,18.176661509278958,26.683060164430227,23.546216911851644,22.134674576997043,24.957759246706246,22.4733931368082,12.18890715160469,32.75787912201171,22.706664419523165,17.669226186789913,27.770439674394602,Prophet+LSTM+ARIMA,AGO,Angola,0.5630502239883317,0.40246216893536096,0.7309589202957162,2024,22.334,0.589
2033,22.364206736077435,18.10098615042809,26.622622063356253,21.929721261208556,20.518178926353954,23.341263596063158,22.47339323614486,11.53390146517444,33.412885007115285,22.28288199237707,17.063513173096144,27.49984818247274,Prophet+LSTM+ARIMA,AGO,Angola,0.5888003044572439,0.4337913702025986,0.7497248864369677,2024,22.334,0.589
2034,22.32499708115059,17.800806672599293,26.320443360948623,20.053648053298517,18.642105718443915,21.46519038815312,22.473393253488272,10.915957902435538,34.03082860454101,21.794258867271992,16.28991924151951,27.03422642864784,Prophet+LSTM+ARIMA,AGO,Angola,0.6144800295150387,0.45013785872180284,0.7791470849533273,2024,22.334,0.589
2025,0.14793531214294922,0.13857168860819613,0.15638865223597273,0.14093175347279008,0.1306536194597296,0.15120988748585057,0.14973849460596483,0.13985238480713708,0.1596246044047926,0.14663521809116334,0.13691234537081473,0.15590294909064717,Prophet+LSTM+ARIMA,AIA,Anguilla,0.3832217931726503,0.2202730947878225,0.5461162636911738,2024,0.148,10.127
2026,0.14971137285814953,0.14126673529971986,0.15817921854735384,0.14123776115593412,0.13095962714287362,0.1515158951689946,0.1503429673049586,0.13375228160404978,0.16693365300586743,0.14775086854429795,0.1368113448365908,0.15870199631739243,Prophet+LSTM+ARIMA,AIA,Anguilla,0.4089015182304452,0.24552822391782106,0.565745810368102,2024,0.148,10.127
